254,254,254,254,254,254,254,253,254,254,254,254,254,254,254,254
254,254,254,254,254,253,247,255,254,254,254,254,254,254,254,254
254,254,254,254,254,253,252,255,254,252,254,254,254,254,254,254
254,254,254,254,254,252,253,254,254,247,252,254,254,254,254,254
254,254,254,254,253,249,248,254,254,253,247,254,254,254,254,254
254,254,254,254,254,224,251,254,254,253,249,254,254,254,254,254
254,254,254,254,252,168,254,253,255,254,242,254,254,254,254,254
254,254,254,254,249,187,231,170,186,238,155,252,254,254,254,254
254,254,254,254,252,243,252,254,254,246,241,255,254,254,254,254
254,254,254,254,254,254,254,254,254,253,251,254,254,254,254,254
254,254,254,254,254,254,254,254,254,252,253,254,254,254,254,254
254,254,254,254,254,254,254,254,254,233,252,254,254,254,254,254
254,254,254,254,254,254,254,254,254,195,254,254,254,254,254,254
254,254,254,254,254,254,254,254,254,173,254,254,254,254,254,254
254,254,254,254,254,254,254,254,255,201,254,254,254,254,254,254
254,254,254,254,254,254,254,254,254,246,254,254,254,254,254,254
