254,253,254,254,253,252,252,252,253,253,254,254,254,254,254,254
253,254,253,254,249,254,253,251,253,253,251,252,251,253,253,253
253,252,252,250,59,76,55,100,240,249,251,161,248,252,252,254
252,252,251,69,68,65,61,64,65,63,61,68,70,57,252,254
253,252,237,65,62,65,71,66,81,67,66,63,74,207,253,254
252,253,241,80,72,61,82,254,247,249,248,255,243,247,254,254
253,252,252,250,84,69,70,74,64,250,239,252,253,254,254,254
254,253,252,251,251,196,90,70,70,74,82,252,251,253,253,254
253,253,254,251,251,250,248,198,70,73,79,71,130,251,254,254
253,252,250,164,59,253,252,252,254,218,58,67,67,243,252,253
253,253,252,82,93,254,252,252,252,253,53,74,70,63,253,253
253,251,119,82,75,72,253,248,251,250,253,75,73,65,250,254
253,253,252,82,74,74,77,63,156,109,71,64,71,253,252,254
253,253,253,243,57,80,77,71,66,73,76,75,248,250,254,254
254,253,253,253,253,251,251,67,82,66,245,254,252,253,253,254
253,253,253,253,253,252,250,253,252,252,252,252,253,253,253,255
