252,253,253,253,253,253,253,253,253,252,253,251,252,251,250,252
253,252,253,250,252,253,253,250,250,247,240,251,250,252,253,253
252,252,252,253,252,252,252,253,146,142,187,250,254,251,253,252
253,253,253,253,252,252,249,137,232,249,252,252,252,252,253,252
251,252,253,253,252,252,135,220,251,253,252,252,251,252,253,252
253,252,252,250,251,179,131,249,252,253,252,253,252,252,253,252
253,253,251,252,251,133,241,253,252,251,252,251,252,252,254,252
252,252,252,251,249,120,250,252,252,252,252,252,252,252,251,251
252,252,251,250,222,113,251,252,251,251,253,252,252,252,253,252
253,252,253,252,204,141,253,250,240,242,251,252,252,251,250,251
252,252,252,252,231,97,175,134,75,149,218,252,252,251,254,252
252,251,252,252,252,81,156,250,253,252,119,251,252,251,252,252
252,252,252,252,248,120,220,251,251,203,91,251,253,251,249,252
251,252,252,249,249,245,85,101,118,70,252,251,252,252,253,253
252,251,252,253,251,249,249,172,232,246,254,251,252,253,253,252
253,252,250,251,253,250,252,253,254,252,252,252,253,254,251,251
