255,255,255,255,255,253,255,255,255,252,255,255,255,255,255,255
255,255,255,255,255,255,251,130,255,254,254,254,255,255,255,255
255,255,255,255,255,255,247,119,252,255,254,255,255,255,255,255
255,255,255,255,255,255,253,127,253,255,254,255,255,255,255,255
255,255,255,255,251,255,242,227,254,255,255,255,255,255,255,255
255,255,255,255,253,254,128,253,252,253,127,251,254,255,255,255
255,255,255,255,255,250,129,254,255,251,135,253,254,255,255,255
255,255,255,255,253,168,248,252,255,251,136,254,255,254,255,254
255,254,255,255,253,134,255,253,254,255,182,235,134,255,254,252
255,255,255,254,233,207,255,253,239,162,129,134,252,251,255,255
255,254,255,253,132,137,131,141,184,211,209,251,255,255,255,254
255,255,255,253,251,247,253,253,251,180,189,252,255,255,253,255
255,255,255,255,255,255,255,254,255,255,228,249,254,255,255,255
255,254,255,255,255,254,255,255,255,251,254,254,255,255,255,255
255,255,255,255,255,255,255,255,255,255,253,255,255,255,255,255
255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255
