255,255,254,254,254,254,254,254,254,253,254,249,239,255,255,255
255,255,254,254,254,254,254,254,248,253,211,106,163,255,255,255
255,255,254,254,254,254,252,247,253,213,165,254,254,255,255,255
255,255,254,254,254,254,252,240,190,125,254,253,254,255,255,255
255,255,254,255,253,254,223,157,172,253,254,254,254,255,255,255
255,255,254,255,253,254,151,252,246,254,254,254,254,255,255,255
255,255,250,253,251,167,239,253,253,254,253,253,254,255,255,255
255,255,254,255,202,178,254,253,254,255,254,254,254,255,255,255
255,255,248,238,131,254,243,253,253,254,253,253,254,255,255,255
255,255,242,117,206,248,250,254,251,254,255,247,254,255,255,255
255,255,242,120,238,254,248,255,242,213,251,237,248,255,255,255
255,255,254,113,245,163,94,235,92,124,148,253,253,255,255,255
255,255,254,105,120,115,254,255,255,244,228,204,254,255,255,255
255,255,254,225,113,218,239,224,171,181,247,255,255,255,255,255
255,255,255,255,217,108,94,166,216,255,254,255,253,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
