255,255,255,254,254,254,253,253,245,255,254,254,255,255,255,255
255,255,255,254,252,253,253,74,78,71,250,254,255,255,255,255
255,255,255,254,253,253,246,88,63,63,253,253,255,255,255,255
255,255,255,253,253,252,42,83,70,69,255,253,255,255,255,255
255,255,255,253,253,250,81,70,79,73,240,254,255,255,255,255
255,255,255,253,238,96,71,96,85,70,251,254,255,255,255,255
255,255,255,255,72,81,28,246,81,65,252,253,255,255,255,255
255,255,255,242,72,141,254,246,87,74,183,254,255,255,255,255
255,255,255,253,248,254,251,250,76,65,54,253,255,255,255,255
255,255,255,253,253,253,252,245,63,61,67,254,255,255,255,255
255,255,255,253,252,253,235,242,78,62,65,255,255,255,255,255
255,255,255,253,253,253,247,250,58,66,64,251,255,255,255,255
255,255,255,253,252,250,252,247,76,72,64,84,255,255,255,255
255,255,255,253,252,251,249,249,32,68,70,73,255,255,255,255
255,255,255,252,252,251,250,249,244,61,83,251,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
