255,255,255,255,255,255,255,255,254,254,254,255,255,255,255,255
255,255,255,255,255,255,255,255,255,253,254,255,255,255,255,254
255,255,255,255,255,255,255,255,254,253,254,255,255,255,255,255
255,255,255,255,255,255,255,254,244,233,154,211,253,255,255,254
254,255,254,255,255,254,254,199,182,235,255,253,254,255,255,255
255,255,255,255,253,254,192,221,253,254,254,253,255,255,255,255
255,255,255,255,253,201,221,254,255,254,255,254,255,255,255,255
255,255,255,254,234,189,253,254,255,254,254,255,255,255,255,255
254,255,255,253,227,196,253,253,246,223,214,238,255,253,253,253
255,255,255,255,242,175,174,161,212,217,208,142,232,254,254,254
254,255,255,255,255,149,138,207,253,251,246,153,211,253,254,254
255,255,255,255,255,243,245,218,211,202,219,233,253,255,255,255
255,255,255,255,255,254,254,254,253,252,254,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
